outlet,tweets_ago,text,date,compound,positive,neutral,negative
New York Times,-9,Many of the last-minute changes in the tax bill were meant to convince a handful of holdout GOP senators https://t.co/o36TxVg7ai,Sun Dec 03 00:00:11 +0000 2017,0.25,0.1,0.9,0.0
New York Times,-10,"As Roy Moore denies claims of sexual misconduct, he has vilified Gloria Allred, the lawyer representing an accuser https://t.co/jQ4MiwVYvz",Sat Dec 02 23:46:02 +0000 2017,-0.4215,0.0,0.865,0.135
New York Times,-11,"Sarah Ward and Jonathan Rupp married on a farm in Georgia. One of her horses, Bling Bling, was their ringbearer. https://t.co/VUfCVuAEFF",Sat Dec 02 23:36:09 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-12,"ABC News has suspended Brian Ross for 4 weeks over ""a serious error"" in a report about Trump and Michael Flynn https://t.co/5x1CwYwx5U",Sat Dec 02 23:26:05 +0000 2017,-0.7269,0.0,0.705,0.295
New York Times,-13,"Before the draw for the 2018 World Cup, Russia's deputy prime minister fended off questions about doping https://t.co/cohnqCfoRr",Sat Dec 02 23:16:04 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-14,We scoured the internet for political writing from the right and left on reactions to Michael Flynn’s guilty plea https://t.co/4fGnleO05z,Sat Dec 02 23:06:06 +0000 2017,-0.4215,0.0,0.872,0.128
New York Times,-15,RT @nytmike: Emails we obtained from inside the Trump transition team show just how much Trump’s aides were concerned about sanctions on De…,Sat Dec 02 22:56:03 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-16,The College Football Playoff picture is taking shape with 4 conference championship games. Live updates: https://t.co/bK1HGUieUH,Sat Dec 02 22:46:01 +0000 2017,0.4404,0.172,0.828,0.0
New York Times,-17,"Despite differences, the House and Senate versions of the Republican tax bill share many core elements https://t.co/rtCJzLTjQl",Sat Dec 02 22:36:01 +0000 2017,0.296,0.121,0.879,0.0
New York Times,-18,Our 25 most popular recipes of 2017 https://t.co/h4upEQNgMC https://t.co/RZoVYOCUIo,Sat Dec 02 22:26:05 +0000 2017,0.4754,0.279,0.721,0.0
New York Times,-19,"Fed-up straphangers are embracing the East River Ferry, and real-estate developers are taking notice https://t.co/PhZMQc83S6",Sat Dec 02 22:16:02 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-20,"Even in a whirlwind presidency, it has been a dizzying span of hours for the Trump administration https://t.co/YRpHM57bPE",Sat Dec 02 22:06:06 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-21,Senator Bob Corker of Tennessee was the only Republican to vote no to the GOP tax bill. See how each senator voted. https://t.co/N5C1aa1XOP,Sat Dec 02 21:56:02 +0000 2017,-0.296,0.0,0.909,0.091
New York Times,-22,"For the first time in the U.S., a woman who had a uterus transplant has given birth https://t.co/ayAsK0gv1S",Sat Dec 02 21:46:03 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-23,"Claims of sexual misconduct grip Spelman and Morehouse, 2 historically black schools linked by history and geography https://t.co/477zhci04t",Sat Dec 02 21:36:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-24,Here are excerpts from Michael Flynn's court documents and what they mean https://t.co/3l6nKp0jdx,Sat Dec 02 21:26:06 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-25,Emails from Trump officials dispute the White House's claim that Michael Flynn went rogue with his Russia contacts https://t.co/spUYfpdV2O,Sat Dec 02 21:15:09 +0000 2017,-0.4019,0.0,0.87,0.13
New York Times,-26,Opinion: The racial biases associated with AI terrifies this mother of 2 young children https://t.co/ZqNyplyLqu,Sat Dec 02 20:59:06 +0000 2017,-0.5574,0.0,0.783,0.217
New York Times,-27,The first test of Prince Harry and Meghan Markle's fairy-tale romance? A British citizenship exam. Could you ace it? https://t.co/KRkAfS1TN0,Sat Dec 02 20:41:04 +0000 2017,0.6072,0.18,0.82,0.0
New York Times,-28,"A memo. An executive visit to ""NBC Nightly News."" NBC News does in-house damage control after firing Matt Lauer. https://t.co/9XY3tfam3H",Sat Dec 02 20:26:05 +0000 2017,-0.6808,0.0,0.752,0.248
New York Times,-29,The Republican tax plan could mean leaving government leaner and the safety net skimpier for millions of Americans https://t.co/36UUE8zWFe,Sat Dec 02 20:11:04 +0000 2017,0.4215,0.135,0.865,0.0
New York Times,-30,“Everybody’s bawling.” A girls basketball team run by a juvenile court ended its losing streak at 312 games. https://t.co/qW9oqSiwFS,Sat Dec 02 19:56:02 +0000 2017,-0.3818,0.0,0.86,0.14
New York Times,-31,"President Trump tweeted that he fired Michael Flynn “because he lied to the vice president and the FBI"" https://t.co/SX6CRM1WmT",Sat Dec 02 19:41:03 +0000 2017,-0.7351,0.0,0.733,0.267
New York Times,-32,RT @nytvideo: Is it ever O.K. to joke about rape? We asked female comedians how stand-up is changing in the post-Weinstein era. https://t.c…,Sat Dec 02 19:31:02 +0000 2017,-0.3182,0.151,0.687,0.162
New York Times,-33,"Like other Washington traditions that Trump has disrupted, the White House holiday party was no exception https://t.co/zgbV5bwMUB",Sat Dec 02 19:21:03 +0000 2017,0.6908,0.342,0.563,0.095
New York Times,-34,See how your senator voted on the GOP tax bill https://t.co/A9FtgXCn1b,Sat Dec 02 19:06:06 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-35,"RT @nytmike: A rare public statement on the record from the Special Counsel's office to the media: ""Immediately upon learning of the allega…",Sat Dec 02 18:56:04 +0000 2017,0.4019,0.114,0.886,0.0
New York Times,-36,Opinion: Who might now be swept up in the investigation? The next obvious candidate is Jared Kushner. https://t.co/WIdbiyoXM6,Sat Dec 02 18:46:02 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-37,Most Britons find the British citizenship test almost impossible to pass. Will Meghan Markle ace it? https://t.co/5LkIy5gvey,Sat Dec 02 18:36:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-38,"According to the government of Myanmar, the Rohingya do not exist. How?
 https://t.co/oSMMdu6Gys",Sat Dec 02 18:21:05 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-39,"The definitive French dishes that every modern cook should master https://t.co/WxvnqvGlT7

@SamSifton, @nytfood edi… https://t.co/Cl6n0ZtCYY",Sat Dec 02 18:06:05 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-40,"In a big win for President Trump, the Senate passed its tax plan. It now must be reconciled with the House version. https://t.co/J4DsgU571z",Sat Dec 02 17:56:05 +0000 2017,0.5859,0.153,0.847,0.0
New York Times,-41,"The agent, Peter Strzok, was reassigned this summer from Robert Mueller’s investigation to the FBI's human resources department",Sat Dec 02 17:46:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-42,This lentil soup will keep you warm all winter long https://t.co/P60FkbL2Gi,Sat Dec 02 17:36:07 +0000 2017,0.2263,0.16,0.84,0.0
New York Times,-43,Trump's team hopes that the tax plan may resonate more powerfully with the public than the news of Michael Flynn https://t.co/Dzzv2C5Yl4,Sat Dec 02 17:21:03 +0000 2017,0.4215,0.123,0.877,0.0
New York Times,-44,"Step onto the Great Wall of China, one of the new Seven Wonders of the World, in 360° video https://t.co/TeONS93k8A",Sat Dec 02 17:07:36 +0000 2017,0.6249,0.177,0.823,0.0
New York Times,-45,The FBI agent was cut from the Russia inquiry over possible anti-Trump political views expressed in text messages https://t.co/F3X2GmgDiF,Sat Dec 02 16:51:10 +0000 2017,-0.2732,0.0,0.896,0.104
New York Times,-46,Breaking News: An FBI agent was removed after questions about whether he expressed anti-Trump political views https://t.co/2pV8jcLaXY,Sat Dec 02 16:48:14 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-47,"""I want you to take a look at this, folks. This is your government at work,"" said Senator Jon Tester, Democrat of M… https://t.co/vpCb0tR9VV",Sat Dec 02 16:41:04 +0000 2017,0.0772,0.056,0.944,0.0
New York Times,-48,Opinion: She wanted to get sterilized. Her doctor refused. https://t.co/fEorL3z3S9,Sat Dec 02 16:26:06 +0000 2017,-0.296,0.0,0.804,0.196
New York Times,-49,Members of Mexico’s landmark anti-corruption drive say the government has thwarted them from making serious headway https://t.co/wtf7r9BJOr,Sat Dec 02 16:11:06 +0000 2017,-0.0258,0.073,0.791,0.136
New York Times,-50,Novelist Emma Cline had a banner 2016. But a lawsuit by a former boyfriend has overshadowed that success. https://t.co/7lWZNtz43U,Sat Dec 02 15:56:02 +0000 2017,0.4215,0.189,0.714,0.097
New York Times,-51,How Ireland Moved to the Left: ‘The Demise of the Church’ https://t.co/7aweHoRh5T,Sat Dec 02 15:48:27 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-52,"With the passage of a Senate tax plan, Republicans are close to a big victory. But will it help them politically? https://t.co/KInO87k6Xq",Sat Dec 02 15:41:02 +0000 2017,0.4019,0.124,0.876,0.0
New York Times,-53,"The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, smal… https://t.co/6Jrs41sVbz",Sat Dec 02 15:26:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-54,"Who gains from the U.S. Republican tax plan? Two economists, one from each side of the debate, make their cases. https://t.co/SX0F84ETVN",Sat Dec 02 15:12:04 +0000 2017,0.34,0.107,0.893,0.0
New York Times,-55,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/coxMm43wI6 

This was… https://t.co/yeeDxmUf9B",Sat Dec 02 15:02:01 +0000 2017,0.2023,0.091,0.909,0.0
New York Times,-56,Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/u5HLzR0SAh,Sat Dec 02 14:41:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-57,"""Everyone else in the family has my husband’s last name and brown eyes. Even a toddler could tell I was an outsider… https://t.co/EIvAVlMheY",Sat Dec 02 14:21:01 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-58,"Jay-Z in an interview with executive editor Dean Baquet: ""The strongest thing a man can do is cry.""… https://t.co/EsAyn24IEf",Sat Dec 02 14:01:08 +0000 2017,0.4404,0.146,0.854,0.0
New York Times,-59,"RT @nytopinion: The Senate tax bill is expected to add more than $1.4 trillion to the federal deficit, a debt that will be paid by the poor…",Sat Dec 02 13:41:05 +0000 2017,-0.6369,0.0,0.822,0.178
New York Times,-60,Opinion: 10 key takeaways from Michael Flynn’s guilty plea https://t.co/8pQvqNJx3L,Sat Dec 02 13:21:02 +0000 2017,-0.4215,0.0,0.763,0.237
New York Times,-61,Here's how each senator voted on the Republican tax bill https://t.co/zDHX5KEsOI,Sat Dec 02 13:02:06 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-62,The 10 best books of 2017 https://t.co/949YQcMnnm,Sat Dec 02 12:41:02 +0000 2017,0.6369,0.412,0.588,0.0
New York Times,-63,These documents raise new questions about what then President-elect Trump knew about Michael Flynn’s conversations https://t.co/R3E14fyzuK,Sat Dec 02 12:21:04 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-64,"RT @nytpolitics: The Senate passed the most sweeping tax overhaul in decades, a big win for President Trump. It now must be reconciled with…",Sat Dec 02 12:02:07 +0000 2017,0.5859,0.147,0.853,0.0
New York Times,-65,Scallops see their world with hundreds of eyes — and each one is amazing https://t.co/B9g4g1vimR,Sat Dec 02 11:39:48 +0000 2017,0.5859,0.226,0.774,0.0
New York Times,-66,A reporter returns to Ohio to discuss the challenges of teaching climate change https://t.co/RmvKHmr2JT,Sat Dec 02 11:20:31 +0000 2017,0.0772,0.098,0.902,0.0
New York Times,-67,"Experience the new Seven Wonders of the World, in 360° video https://t.co/FwHMgXhOER",Sat Dec 02 11:00:42 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-68,The Getaway: Sending Out an SOS: The Rise of Travel Security Apps https://t.co/YRLNLWH6S0,Sat Dec 02 10:42:53 +0000 2017,0.34,0.167,0.833,0.0
New York Times,-69,Wine School: Your Next Lesson: Amontillado https://t.co/5q5Tb9fAzh,Sat Dec 02 10:39:48 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-70,"RT @AKannapell: What We’re Reading: great work by @ProPublica @CBCRadioCanada @scrawford @connpost and more, via @AnnaDubenko @jessemckinle…",Sat Dec 02 10:38:05 +0000 2017,0.6249,0.204,0.796,0.0
New York Times,-71,Bali Volcano Evacuees Sneak Back into Danger Zone https://t.co/bGIULl4VNU,Sat Dec 02 10:36:37 +0000 2017,-0.5267,0.0,0.702,0.298
New York Times,-72,"RT @nytopinion: The votes for the bill by Susan Collins, John McCain and Jeff Flake were particularly disheartening. https://t.co/bzu0P5CQzu",Sat Dec 02 10:19:21 +0000 2017,-0.4754,0.0,0.853,0.147
New York Times,-73,Ban on Teflon Chemical Tied to Fewer Low-Weight Babies https://t.co/tSrBmmRLVa,Sat Dec 02 10:02:13 +0000 2017,-0.5574,0.0,0.714,0.286
New York Times,-74,Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,Sat Dec 02 09:48:42 +0000 2017,-0.2263,0.0,0.826,0.174
New York Times,-75,How 41 people in Lithuania took over your Facebook feed https://t.co/PhMNyYOq6p,Sat Dec 02 09:30:39 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-76,"Two Englishmen took a shared love of boat life and books, and turned it into London's quirkiest bookstore https://t.co/MGmQvmnQM6",Sat Dec 02 09:11:02 +0000 2017,0.765,0.292,0.708,0.0
New York Times,-77,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/r13etdD1td,Sat Dec 02 08:44:20 +0000 2017,-0.8555,0.0,0.656,0.344
New York Times,-78,Here are excerpts from Michael Flynn's court documents and what they mean https://t.co/S6lzBaX8CZ,Sat Dec 02 08:24:32 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-79,"Mexico’s Government Is Blocking Its Own Anti-Corruption Drive, Commissioners Say https://t.co/TgIqGltUOJ",Sat Dec 02 08:05:54 +0000 2017,-0.3818,0.0,0.794,0.206
New York Times,-80,Playlist: The Playlist: The Hold Steady Get Revved Up and 9 More New Songs https://t.co/119ZBQFLHL,Sat Dec 02 08:02:21 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-81,A bacterium that lives in the mouth is also hiding in cancer cells – and making scientists increasingly uneasy https://t.co/S8gZWqSYrI,Sat Dec 02 07:53:35 +0000 2017,-0.8481,0.0,0.62,0.38
New York Times,-82,Why are the 50-year-olds of today more unhappy with their finances than 50-year-olds used to be? https://t.co/1KorbDuilu,Sat Dec 02 07:34:37 +0000 2017,-0.4754,0.0,0.838,0.162
New York Times,-83,Here's how each senator voted on the Republican tax bill https://t.co/enDEsXz0CZ,Sat Dec 02 07:34:37 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-84,News Analysis: Republicans Near a Big Win — but Will It Lift Them Politically? https://t.co/sEcFp84lZT,Sat Dec 02 07:17:19 +0000 2017,0.34,0.167,0.833,0.0
New York Times,-85,Editorial: A Historic Tax Heist https://t.co/ePbHzZjpOj,Sat Dec 02 07:00:22 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-86,"The Senate passed its tax overhaul, a major win for President Trump and also a longtime G.O.P. goal
https://t.co/PRwdFuJFCq",Sat Dec 02 06:56:41 +0000 2017,0.5859,0.192,0.808,0.0
New York Times,-87,"Seeking Russian Presidency, Socialite Hits the Campaign Trail https://t.co/FScWEOZQYC",Sat Dec 02 06:45:50 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-88,"People who can’t stand U2’s earnest, heal-the-world side may want to turn elsewhere right now https://t.co/6U5nX07V2z",Sat Dec 02 06:41:50 +0000 2017,0.5574,0.247,0.753,0.0
New York Times,-89,"RT @nytpolitics: A Hasty, Hand-Scribbled Tax Bill Sets Off an Outcry https://t.co/OhAXKJ9QTL",Sat Dec 02 06:22:07 +0000 2017,-0.5106,0.0,0.752,0.248
New York Times,-90,RT @thomaskaplan: The Senate is about to vote on an amendment to eliminate the ANWR provision from the tax bill. We'll be counting votes: h…,Sat Dec 02 06:06:03 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-91,Senate is voting on amendments after Republicans released a revised tax bill with significant changes. Latest updat… https://t.co/I1XmvKVLM8,Sat Dec 02 05:52:08 +0000 2017,0.2023,0.101,0.899,0.0
New York Times,-92,"RT @NYTSports: The Yankees have chosen Aaron Boone, who hit one of the biggest homers in team history, to be their next manager.  He has no…",Sat Dec 02 05:34:03 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-93,"By midafternoon on Friday, Republicans had the votes to pass their tax bill in the Senate. What they did not have w… https://t.co/XKvoSiVLsf",Sat Dec 02 05:32:05 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-94,"RT @nytgraphics: LIVE: Senate passes amendment to allow 529 savings plans to be used for elementary and secondary schools, including privat…",Sat Dec 02 05:19:13 +0000 2017,0.2263,0.087,0.913,0.0
New York Times,-95,RT @nytpolitics: Latest from the Senate: Vice President Mike Pence provided a tie-breaking vote to pass an amendment on the tax bill offere…,Sat Dec 02 05:14:09 +0000 2017,0.0,0.0,1.0,0.0
New York Times,-96,James Comey quoted a Bible passage about justice on Twitter just after Michael Flynn pleaded guilty https://t.co/Ni9jnX8BJn,Sat Dec 02 05:02:06 +0000 2017,0.1531,0.168,0.693,0.139
New York Times,-97,"A Hasty, Hand-Scribbled Tax Bill Sets Off an Outcry https://t.co/yxAKSolF4e",Sat Dec 02 04:48:43 +0000 2017,-0.5106,0.0,0.708,0.292
New York Times,-98,"RT @NYTNational: As Roy Moore has sought to undermine his accusers in Alabama, he has focused on Gloria Allred as a foil. https://t.co/1nem…",Sat Dec 02 04:47:06 +0000 2017,0.1027,0.105,0.806,0.089
New York Times,-99,"The best TV shows and movies new to Netflix, Amazon and more in December https://t.co/HMt6xCJVZr",Sat Dec 02 04:32:07 +0000 2017,0.7096,0.312,0.688,0.0
